Url,Zestimate,Price,Bathrooms,Bedrooms,Living Area,Home Type,Street Address,City,Zip,State,Country,Full Address,Latitude,Longitude,HOLC_Region,HOLC_Rating
https://www.zillow.com/homedetails/528-Woodward-Ave-New-Haven-CT-06512/57956831_zpid/,289901,289900,2,3,2140,SINGLE_FAMILY,528 Woodward Ave,New Haven,6512,CT,USA,528 Woodward Ave New Haven 6512 CT USA ,41.2832561,-72.8968457,C13,C
https://www.zillow.com/homedetails/84-Hawthorne-Ave-Hamden-CT-06517/57917790_zpid/,318001,318000,2,3,1582,SINGLE_FAMILY,84 Hawthorne Ave,Hamden,6517,CT,USA,84 Hawthorne Ave Hamden 6517 CT USA ,41.3605299,-72.9126736,B2,B
https://www.zillow.com/homedetails/88-Central-Ave-Hamden-CT-06517/57917806_zpid/,229901,229900,2,3,1437,SINGLE_FAMILY,88 Central Ave,Hamden,6517,CT,USA,88 Central Ave Hamden 6517 CT USA ,41.3599252,-72.9129505,B2,B
https://www.zillow.com/homedetails/69-Park-Ave-Hamden-CT-06517/57917810_zpid/,252501,252500,3,2,1320,SINGLE_FAMILY,69 Park Ave,Hamden,6517,CT,USA,69 Park Ave Hamden 6517 CT USA ,41.3593772,-72.9123506,B2,B
https://www.zillow.com/homedetails/18-Woolsey-St-New-Haven-CT-06513/57961625_zpid/,145288,150000,1,5,1716,SINGLE_FAMILY,18 Woolsey St,New Haven,6513,CT,USA,18 Woolsey St New Haven 6513 CT USA ,41.3078336,-72.8978263,D5,D
https://www.zillow.com/homedetails/175-Lloyd-St-New-Haven-CT-06513/57962622_zpid/,193307,89900,2,3,1279,SINGLE_FAMILY,175 Lloyd St,New Haven,6513,CT,USA,175 Lloyd St New Haven 6513 CT USA ,41.3064716,-72.9004451,D5,D
https://www.zillow.com/homedetails/1346-State-St-New-Haven-CT-06511/2144565305_zpid/,413309,425000,3,5,3817,SINGLE_FAMILY,1346 State St,New Haven,6511,CT,USA,1346 State St New Haven 6511 CT USA ,41.3200168,-72.8983685,D5,D
https://www.zillow.com/homedetails/46-Greenwood-St-New-Haven-CT-06519/57969036_zpid/,150023,150000,2,3,1008,SINGLE_FAMILY,46 Greenwood St,New Haven,6519,CT,USA,46 Greenwood St New Haven 6519 CT USA ,41.3053944,-72.9448224,D3,D
https://www.zillow.com/homedetails/29-Porter-St-New-Haven-CT-06519/57971048_zpid/,,184900,2,3,1398,SINGLE_FAMILY,29 Porter St,New Haven,6519,CT,USA,29 Porter St New Haven 6519 CT USA ,41.3036001,-72.9503705,D3,D
https://www.zillow.com/homedetails/110-Hinman-St-West-Haven-CT-06516/58036431_zpid/,245001,245000,2,3,1165,SINGLE_FAMILY,110 Hinman St,West Haven,6516,CT,USA,110 Hinman St West Haven 6516 CT USA ,41.2987773,-72.958179,D8,D
https://www.zillow.com/homedetails/327-Skiff-St-North-Haven-CT-06473/2087366216_zpid/,,399900,3,4,2400,SINGLE_FAMILY,327 Skiff St,North Haven,6473,CT,USA,327 Skiff St North Haven 6473 CT USA ,41.3700815,-72.9051982,A1,A
https://www.zillow.com/homedetails/87-Woodlawn-St-Hamden-CT-06517/57917726_zpid/,,325000,2,3,1744,SINGLE_FAMILY,87 Woodlawn St,Hamden,6517,CT,USA,87 Woodlawn St Hamden 6517 CT USA ,41.3632063,-72.9122583,A3,A
https://www.zillow.com/homedetails/42-Brookside-Dr-Hamden-CT-06517/58906900_zpid/,556213,565000,4,4,3064,SINGLE_FAMILY,42 Brookside Dr,Hamden,6517,CT,USA,42 Brookside Dr Hamden 6517 CT USA ,41.3643629,-72.907367,A3,A
https://www.zillow.com/homedetails/115-Thornton-St-Hamden-CT-06517/58907206_zpid/,254319,249900,2,4,1768,SINGLE_FAMILY,115 Thornton St,Hamden,6517,CT,USA,115 Thornton St Hamden 6517 CT USA ,41.3669351,-72.9122583,A3,A
https://www.zillow.com/homedetails/61-Swarthmore-St-Hamden-CT-06517/57918079_zpid/,438501,438500,3,4,1883,SINGLE_FAMILY,61 Swarthmore St,Hamden,6517,CT,USA,61 Swarthmore St Hamden 6517 CT USA ,41.3615459,-72.9068594,A3,A
https://www.zillow.com/homedetails/1060-Ridge-Rd-Hamden-CT-06517/58906993_zpid/,736666,765000,5,5,3835,SINGLE_FAMILY,1060 Ridge Rd,Hamden,6517,CT,USA,1060 Ridge Rd Hamden 6517 CT USA ,41.363579,-72.8999837,A4,A
https://www.zillow.com/homedetails/999-Ridge-Rd-Hamden-CT-06517/57918379_zpid/,399000,399000,4,4,3662,SINGLE_FAMILY,999 Ridge Rd,Hamden,6517,CT,USA,999 Ridge Rd Hamden 6517 CT USA ,41.361974,-72.8993145,A4,A
https://www.zillow.com/homedetails/9-Killdeer-Rd-Hamden-CT-06517/57913925_zpid/,447001,447000,3,4,2314,SINGLE_FAMILY,9 Killdeer Rd,Hamden,6517,CT,USA,9 Killdeer Rd Hamden 6517 CT USA ,41.3430518,-72.9061211,A5,A
https://www.zillow.com/homedetails/120-Killdeer-Rd-Hamden-CT-06517/57911966_zpid/,620899,439900,5,5,3584,SINGLE_FAMILY,120 Killdeer Rd,Hamden,6517,CT,USA,120 Killdeer Rd Hamden 6517 CT USA ,41.3418528,-72.9027524,A5,A
https://www.zillow.com/homedetails/28-Myra-Rd-Hamden-CT-06517/57914022_zpid/,349000,349000,2,3,1929,SINGLE_FAMILY,28 Myra Rd,Hamden,6517,CT,USA,28 Myra Rd Hamden 6517 CT USA ,41.3448248,-72.9012758,A5,A
https://www.zillow.com/homedetails/10-Marshall-Rd-Hamden-CT-06517/57911858_zpid/,,1495000,6,7,4936,SINGLE_FAMILY,10 Marshall Rd,Hamden,6517,CT,USA,10 Marshall Rd Hamden 6517 CT USA ,41.3421031,-72.9058903,A5,A
https://www.zillow.com/homedetails/10-Deepwood-Dr-Hamden-CT-06517/57911742_zpid/,479393,485000,3,4,2532,SINGLE_FAMILY,10 Deepwood Dr,Hamden,6517,CT,USA,10 Deepwood Dr Hamden 6517 CT USA ,41.3390135,-72.9130889,A6,A
https://www.zillow.com/homedetails/129-Deepwood-Dr-Hamden-CT-06517/58905408_zpid/,,790000,4,6,3425,SINGLE_FAMILY,129 Deepwood Dr,Hamden,6517,CT,USA,129 Deepwood Dr Hamden 6517 CT USA ,41.3395941,-72.9177725,A6,A
